building_id,year,meter,total_meter_reading,site_id,sqm,primaryspaceusage,yearbuilt,region,country,Avg_AirTemp_Annual,Total_HDD_Annual,Total_CDD_Annual,Count_Heating_Days_Annual,Count_Cooling_Days_Annual,eui,log_eui,log_sqm,Cluster,efficiency_status,eui_zscore
Bear_assembly_Jose,2017,electricity,2229522.3279,Bear,3361.2,Entertainment/public assembly,1966.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,663.3114149410925,6.49724458570213,8.120053332054063,2,Average,0.5434257053019869
Bear_assembly_Roxy,2016,electricity,139074.8681,Bear,1106.5,Entertainment/public assembly,1903.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,125.68899060099412,4.833810527042808,7.008957159491104,1,Average,0.318154766709374
Bear_assembly_Roxy,2017,electricity,132557.8015,Bear,1106.5,Entertainment/public assembly,1903.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,119.7991879801175,4.785816907529141,7.008957159491104,1,Average,0.28438183306062703
Bear_assembly_Ruby,2016,electricity,600731.0859,Bear,11538.3,Entertainment/public assembly,1927.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,52.06408967525545,3.9524754534394053,9.353427215518854,1,Average,-0.3020374851928839
Bear_assembly_Ruby,2017,electricity,612869.4667,Bear,11538.3,Entertainment/public assembly,1927.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,53.116097406030356,3.9724800349623504,9.353427215518854,1,Average,-0.2879603347030572
Bear_education_Alfredo,2016,electricity,1619.4236,Bear,609.8,Education,1909.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,2.655663496228272,0.9766945278904229,6.413131034554154,1,Top Performer,-2.3960835848656417
Bear_education_Alfredo,2017,electricity,1548.5881,Bear,609.8,Education,1909.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,2.539501639881929,0.9319678570088769,6.413131034554154,1,Top Performer,-2.427557578769803
Bear_education_Alvaro,2016,electricity,3816747.849,Bear,10181.1,Education,1994.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,374.8856065651059,5.926620930273734,9.228288339276816,3,Average,0.2184738460336094
Bear_education_Alvaro,2017,electricity,3517265.454,Bear,10181.1,Education,1994.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,345.47008221115595,5.844906046726537,9.228288339276816,3,Average,0.18803832341436294
Bear_education_Arnold,2016,electricity,4607.7108,Bear,186.7,Education,1957.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,24.679757900374934,3.205983389441866,5.2295030505476765,4,Top Performer,-1.3153823037246553
Bear_education_Arnold,2017,electricity,4620.1103,Bear,186.7,Education,1957.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,24.74617193358329,3.2086708077019916,5.2295030505476765,2,Average,-0.7353656709139798
Bear_education_Augusta,2016,electricity,1002168.5462,Bear,14017.9,Education,1959.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,71.49205988058125,4.269586392912144,9.548090363349564,3,Average,-0.3987051788084471
Bear_education_Augusta,2017,electricity,1014236.3045,Bear,14017.9,Education,1959.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,72.35294191712025,4.281556114546868,9.548090363349564,3,Average,-0.39424693671416183
Bear_education_Austin,2016,electricity,192148.2522,Bear,2031.4,Education,1911.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,94.58907758196317,4.549542010427484,7.616480489505401,1,Average,0.11811605641074488
Bear_education_Austin,2017,electricity,177498.5034,Bear,2031.4,Education,1911.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,87.37742611007187,4.470236966807366,7.616480489505401,1,Average,0.06230938870503975
Bear_education_Babara,2016,electricity,3232210.9942,Bear,8749.1,Education,1964.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,369.43354107279606,5.911970862432557,9.076706116918645,3,Average,0.21301728228661312
Bear_education_Babara,2017,electricity,3229729.4778,Bear,8749.1,Education,1964.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,369.14991002503115,5.911202821769621,9.076706116918645,3,Average,0.21273121788861654
Bear_education_Benita,2016,electricity,4302835.2201,Bear,13142.2,Education,1907.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,327.40600661228706,5.791201011171573,9.483583705725822,1,Average,0.9918669314527504
Bear_education_Benita,2017,electricity,4635811.5483,Bear,13142.2,Education,1907.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,352.74242883992025,5.865738127256433,9.483583705725822,1,Underperformer,1.0443184260766574
Bear_education_Benjamin,2016,electricity,1548.015,Bear,786.2,Education,1956.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,1.9689837191554311,0.677517531037446,6.66721121298776,2,Top Performer,-1.7196272993843602
Bear_education_Benjamin,2017,electricity,9648.2633,Bear,786.2,Education,1956.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,12.272021495802594,2.507321996237007,6.66721121298776,2,Top Performer,-1.0080914397018566
Bear_education_Bob,2016,electricity,1103992.6863,Bear,28360.3,Education,1952.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,38.927398028229604,3.6616983221995922,10.25274555886938,3,Average,-0.6251191480023932
Bear_education_Bob,2017,electricity,1151370.886,Bear,28360.3,Education,1952.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,40.5979797815961,3.7037183062956753,10.25274555886938,3,Average,-0.609468386220691
Bear_education_Bonita,2016,electricity,1735.7063,Bear,389.2,Education,1929.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,4.459677029804728,1.4950763485679022,5.96409335031185,1,Top Performer,-2.031300202993981
Bear_education_Bonita,2017,electricity,1516.825,Bear,389.2,Education,1929.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,3.8972893114080165,1.36028126312059,5.96409335031185,1,Top Performer,-2.1261550091769754
Bear_education_Bulah,2016,electricity,11411291.037,Bear,20504.0,Education,2011.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,556.5397501463129,6.321738596999027,9.928375268043908,0,Average,0.5680652208115183
Bear_education_Bulah,2017,electricity,11924904.7034,Bear,20504.0,Education,2011.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,581.5891876414358,6.365764335333701,9.928375268043908,0,Average,0.5925300830996096
Bear_education_Carlo,2016,electricity,18826.8997,Bear,1314.6,Education,1974.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,14.321390308839193,2.661754245425795,7.181287715829476,2,Average,-0.9480390760318057
Bear_education_Carlo,2017,electricity,34466.74,Bear,1314.6,Education,1974.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,26.21842385516507,3.266462364216191,7.181287715829476,2,Average,-0.7128929064034634
Bear_education_Chad,2016,electricity,8227589.24,Bear,39101.5,Education,1930.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,210.41620500492309,5.349087497883044,10.573916108408964,1,Average,0.680753277162602
Bear_education_Chad,2017,electricity,9286707.4646,Bear,39101.5,Education,1930.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,237.50258850939224,5.470178522402217,10.573916108408964,1,Average,0.7659645860404467
Bear_education_Chana,2016,electricity,187844.2117,Bear,3781.7,Education,1958.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,49.67189668667531,3.905439314149721,8.237928922962693,2,Average,-0.46442099476744453
Bear_education_Chana,2017,electricity,186449.9085,Bear,3781.7,Education,1958.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,49.30319922257186,3.897988971895964,8.237928922962693,2,Average,-0.4673181271011322
Bear_education_Chun,2016,electricity,828408.0063,Bear,4292.5,Education,1941.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,192.98963454863133,5.262636480460703,8.36462459277163,1,Average,0.6199180139576678
Bear_education_Chun,2017,electricity,932936.3641,Bear,4292.5,Education,1941.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,217.34102832847992,5.381467679051137,8.36462459277163,1,Average,0.7035390916355653
Bear_education_Clint,2016,electricity,514006.0691,Bear,3836.6,Education,1959.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,133.97437030182977,4.897648515252905,8.252341836702238,2,Average,-0.07859155762326987
Bear_education_Clint,2017,electricity,479059.4602,Bear,3836.6,Education,1959.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,124.86562586665276,4.827238166016051,8.252341836702238,2,Average,-0.10597125273693656
Bear_education_Curtis,2016,electricity,605933.1265,Bear,4104.6,Education,1917.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,147.62294169955658,4.994661331656949,8.319863574995008,1,Average,0.4313448867009277
Bear_education_Curtis,2017,electricity,597787.9842,Bear,4104.6,Education,1917.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,145.6385480192954,4.981127853601502,8.319863574995008,1,Average,0.42182142793630556
Bear_education_Danna,2016,electricity,893227.9843,Bear,9663.4,Education,1960.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,92.43413128919428,4.526496296688026,9.176100832154459,3,Average,-0.30301652518682054
Bear_education_Danna,2017,electricity,913167.1278,Bear,9663.4,Education,1960.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,94.49749858227953,4.548573364120571,9.176100832154459,3,Average,-0.29479370143621497
Bear_education_Darrell,2016,electricity,366073.3002,Bear,5234.4,Education,1905.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,69.93605765703806,4.247581362546351,8.563007503555529,1,Average,-0.09437254163129445
Bear_education_Darrell,2017,electricity,323028.7387,Bear,5234.4,Education,1905.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,61.712658318049826,4.122489068994692,8.563007503555529,1,Average,-0.1823995288204296
Bear_education_Deborah,2016,electricity,8068.8614,Bear,791.2,Education,1920.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,10.198257583417593,2.322216880542809,6.673550780308503,1,Top Performer,-1.4492444508408666
Bear_education_Deborah,2017,electricity,5478.7244,Bear,791.2,Education,1920.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,6.924575834175935,1.9350767988149233,6.673550780308503,1,Top Performer,-1.7216735033994697
Bear_education_Deena,2016,electricity,78633.51,Bear,1716.3,Education,1923.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,45.81571403600769,3.8246271334972497,7.447926089942593,1,Average,-0.39200387802309394
Bear_education_Deena,2017,electricity,68642.9706,Bear,1716.3,Education,1923.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,39.99473903163783,3.688747921254815,7.447926089942593,1,Average,-0.4876215802470522
Bear_education_Derek,2016,electricity,1615577.6043,Bear,6331.0,Education,1948.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,255.18521628494707,5.541989619874713,8.753213480544126,3,Average,0.07521408184440426
Bear_education_Derek,2017,electricity,1605885.8125,Bear,6331.0,Education,1948.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,253.65436937292688,5.535972589856555,8.753213480544126,3,Average,0.0729729790578773
Bear_education_Destiny,2016,electricity,1016186.0656,Bear,5157.6,Education,1978.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,197.0269244609896,5.283340391789978,8.54822663399641,3,Average,-0.02112240044742694
Bear_education_Destiny,2017,electricity,985487.7544,Bear,5157.6,Education,1978.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,191.07487094772762,5.252665345727582,8.54822663399641,3,Average,-0.0325476270126615
Bear_education_Elise,2016,electricity,1243707.78,Bear,20664.8,Education,1964.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,60.18484476017189,4.097420572450983,9.936187048699145,3,Average,-0.46283005417316914
Bear_education_Elise,2017,electricity,1305003.5876,Bear,20664.8,Education,1964.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,63.151038848670204,4.1455292991547825,9.936187048699145,3,Average,-0.44491147953638427
Bear_education_Fannie,2016,electricity,3689717.7879,Bear,10788.0,Education,1996.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,342.02055875973304,5.834870848588424,9.28618968425962,3,Average,0.18430061387281096
Bear_education_Fannie,2017,electricity,3696356.1658,Bear,10788.0,Education,1996.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,342.63590710048203,5.836668388046891,9.28618968425962,3,Average,0.18497012535556995
Bear_education_Gavin,2016,electricity,774366.4939,Bear,7158.6,Education,1917.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,108.172896083033,4.683730836724057,8.87606971010981,1,Average,0.21254424025770038
Bear_education_Gavin,2017,electricity,802997.3986,Bear,7158.6,Education,1917.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,112.17240781717095,4.720037043212347,8.87606971010981,1,Average,0.2380927843181783
Bear_education_Herb,2016,electricity,119414.5981,Bear,2212.5,Education,1914.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,53.97269970621469,3.988478357729201,7.701878376882084,1,Average,-0.27670237377468365
Bear_education_Herb,2017,electricity,106916.376,Bear,2212.5,Education,1914.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,48.323785762711864,3.8779238982957778,7.701878376882084,1,Average,-0.35449914052937387
Bear_education_Herman,2016,electricity,2618.8786,Bear,371.6,Education,1910.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,7.047574273412271,1.9526834829236035,5.917818006939683,1,Top Performer,-1.7092837445064655
Bear_education_Herman,2017,electricity,2364.0054,Bear,371.6,Education,1910.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,6.3616937567276635,1.8502946558476556,5.917818006939683,1,Top Performer,-1.7813343857844026
Bear_education_Holly,2016,electricity,10972.9851,Bear,722.9,Education,1910.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,15.17911896527874,2.719920731105197,6.5832709000062515,1,Top Performer,-1.169381712981101
Bear_education_Holly,2017,electricity,10726.124,Bear,722.9,Education,1910.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,14.83763176096279,2.697166640163436,6.5832709000062515,1,Top Performer,-1.1853936831429848
Bear_education_Irene,2016,electricity,819033.9584,Bear,2415.1,Education,1954.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,339.1304535629995,5.8263848521266075,7.789495973096885,2,Average,0.28255588760593314
Bear_education_Irene,2017,electricity,736017.5095,Bear,2415.1,Education,1954.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,304.75653575421313,5.71951321441267,7.789495973096885,2,Average,0.2409978938078525
Bear_education_Iris,2016,electricity,372467.7091,Bear,5456.5,Education,1923.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,68.26128637404929,4.223342788511207,8.604562837553145,1,Average,-0.1114291370896982
Bear_education_Iris,2017,electricity,425831.8685,Bear,5456.5,Education,1923.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,78.0412111243471,4.357237034911104,8.604562837553145,1,Average,-0.01720824803328986
Bear_education_Katy,2016,electricity,1047318.3688,Bear,13752.6,Education,1924.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,76.15420857147012,4.332760344675079,9.528983176128376,1,Average,-0.03443240498704481
Bear_education_Katy,2017,electricity,1134549.637,Bear,13752.6,Education,1924.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,82.49710142082225,4.412763158430348,9.528983176128376,1,Average,0.021865280998075335
Bear_education_Lashanda,2016,electricity,593639.7807,Bear,10945.3,Education,1959.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,54.23695839310024,3.9933625652364033,9.300665419357475,3,Average,-0.5015874958387847
Bear_education_Lashanda,2017,electricity,699912.1293,Bear,10945.3,Education,1959.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,63.94636321526135,4.1580446572171414,9.300665419357475,3,Average,-0.4402500097176715
Bear_education_Laurette,2016,electricity,446879.5037,Bear,4079.4,Education,1912.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,109.54539974015786,4.696339072828946,8.313705197760468,1,Average,0.22141660966248938
Bear_education_Laurette,2017,electricity,444166.1532,Bear,4079.4,Education,1912.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,108.88026503897632,4.690248792570376,8.313705197760468,1,Average,0.2171309018296727
Bear_education_Leonel,2016,electricity,1029922.0563,Bear,6988.9,Education,1993.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,147.36540175134857,4.992915228671121,8.852078455176168,3,Average,-0.12929414637174108
Bear_education_Leonel,2017,electricity,1054287.4735,Bear,6988.9,Education,1993.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,150.85170391621,5.016297260975218,8.852078455176168,3,Average,-0.12058527545149725
Bear_education_Lewis,2016,electricity,209520.8532,Bear,4588.3,Education,1931.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,45.664157356755226,3.8213136872580757,8.431264864080175,1,Average,-0.39433553796285836
Bear_education_Lewis,2017,electricity,201735.486,Bear,4588.3,Education,1931.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,43.96737048580084,3.7834477789437306,8.431264864080175,1,Average,-0.4209816384655667
Bear_education_Lidia,2016,electricity,118037.65,Bear,2824.3,Education,1956.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,41.793594873065885,3.7327430950876077,7.9460158252654995,2,Average,-0.5315754667513553
Bear_education_Lidia,2017,electricity,105804.72,Bear,2824.3,Education,1956.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,37.462280919165806,3.6233345846221,7.9460158252654995,2,Average,-0.5741199462469646
Bear_education_Lila,2016,electricity,1901294.8343,Bear,11483.9,Education,1961.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,165.56177207220543,5.109344370327752,9.348701333435713,3,Average,-0.0859289524119024
Bear_education_Lila,2017,electricity,1861243.4033,Bear,11483.9,Education,1961.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,162.07415627966108,5.088053985307334,9.348701333435713,3,Average,-0.09385876845927067
Bear_education_Liliana,2016,electricity,3899914.4562,Bear,19143.0,Education,1950.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,203.72535423914746,5.316772784015165,9.859692392536456,3,Average,-0.008670172828482989
Bear_education_Liliana,2017,electricity,3717167.3739,Bear,19143.0,Education,1950.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,194.17893610719324,5.2687800850269655,9.859692392536456,3,Average,-0.026545531786442846
Bear_education_Lorie,2016,electricity,3451185.2072,Bear,11212.8,Education,2012.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,307.78977661244295,5.729417006468643,9.324811261861964,0,Average,0.23891534869736597
Bear_education_Lorie,2017,electricity,3560611.1234,Bear,11212.8,Education,2012.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,317.5487945383847,5.7606314901100975,9.324811261861964,0,Average,0.25626106673795623
Bear_education_Mara,2016,electricity,4393507.3352,Bear,11903.3,Education,1966.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,369.0999416296321,5.911067451893518,9.384570951580423,3,Average,0.21268079802937878
Bear_education_Mara,2017,electricity,4343870.3891,Bear,11903.3,Education,1966.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,364.92992607932257,5.899705351807008,9.384570951580423,3,Average,0.20844887063532727
Bear_education_Marie,2016,electricity,212185.5602,Bear,4739.9,Education,1924.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,44.76583054494821,3.8014451373586216,8.463771317420163,1,Average,-0.4083169634992258
Bear_education_Marie,2017,electricity,204911.7567,Bear,4739.9,Education,1924.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,43.23124046920822,3.76656339290603,8.463771317420163,1,Average,-0.4328631188608661
Bear_education_Marsha,2016,electricity,790311.1007,Bear,10304.7,Education,1941.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,76.69423667840887,4.339826564460132,9.240355380819281,1,Average,-0.029459932096557583
Bear_education_Marsha,2017,electricity,750147.2546,Bear,10304.7,Education,1941.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,72.79661267188757,4.287669424887809,9.240355380819281,1,Average,-0.0661627195073489
Bear_education_Marta,2016,electricity,369339.2215,Bear,4455.1,Education,1980.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,82.90256593566922,4.417666013841604,8.4018047863421,2,Average,-0.2652370535052581
Bear_education_Marta,2017,electricity,366694.5818,Bear,4455.1,Education,1980.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,82.30894520886174,4.4104797920423,8.4018047863421,2,Average,-0.26803148023395196
Bear_education_Maryjane,2016,electricity,2879444.7789,Bear,7998.1,Education,1964.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,360.0161011865318,5.886148755968144,8.986959292454381,3,Average,0.2033995814314157
Bear_education_Maryjane,2017,electricity,2911688.7925,Bear,7998.1,Education,1964.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,364.04756035808504,5.897284519425833,8.986959292454381,3,Average,0.20754720749274796
Bear_education_Merrill,2016,electricity,125423.9949,Bear,3235.3,Education,1999.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,38.76734611937069,3.657578297427871,8.081876938338556,2,Average,-0.5608039717298088
Bear_education_Merrill,2017,electricity,187939.7685,Bear,3235.3,Education,1999.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,58.09036828114858,4.061999871821642,8.081876938338556,2,Average,-0.4035410192760123
Bear_education_Millie,2016,electricity,29871.1937,Bear,661.7,Education,1909.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,45.14310669487683,3.809837592567388,6.494812281018014,1,Average,-0.40241122361571824
Bear_education_Millie,2017,electricity,28615.0555,Bear,661.7,Education,1909.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,43.24475668732053,3.766875993365506,6.494812281018014,1,Average,-0.4326431430665119
Bear_education_Nanette,2016,electricity,810819.7014,Bear,6150.5,Education,2015.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,131.82988397691244,4.88151233367325,8.72428865830884,0,Average,-0.23226064602822197
Bear_education_Nanette,2017,electricity,983914.1982,Bear,6150.5,Education,2015.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,159.97304254938624,5.075005316972456,8.72428865830884,0,Average,-0.1247376522253265
Bear_education_Oscar,2016,electricity,110599.8742,Bear,2186.3,Education,1906.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,50.58769345469515,3.9237083343546946,7.689965896282842,1,Average,-0.32228080115776697
Bear_education_Oscar,2017,electricity,94261.067,Bear,2186.3,Education,1906.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,43.11442482733385,3.763857623884684,7.689965896282842,1,Average,-0.4347671585759938
Bear_education_Owen,2016,electricity,1343980.0449,Bear,17949.0,Education,1964.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,74.87771156610397,4.315856270352222,9.795289682058142,3,Average,-0.38147150190301693
Bear_education_Owen,2017,electricity,1289933.0171,Bear,17949.0,Education,1964.0,"Berkeley, California",United States of America,14.965894,516.45306,8.72917,160,4,71.86656733522759,4.274811168202896,9.795289682058142,3,Average,-0.39675915918950816
Bear_education_Paola,2016,electricity,1253355.0572,Bear,12802.6,Education,1967.0,"Berkeley, California",United States of America,15.237956,388.2165,0.024999619,146,1,97.8984782153625,4.583931005139476,9.457403554280619,3,Average,-0.2816243957200473
